session_id,repo_id,agent,turn_count,prompt_count
bebf7a33-819b-4cc0-b5c7-d6fdfe1628b8,marcus-sa/brain,Claude Code,6.0,3
e898dbae-8a37-422a-89ab-1c7e2f6f383a,marcus-sa/brain,Claude Code,2.0,1
9a45157b-5b64-4a61-a421-07c0ef8c2f46,marcus-sa/brain,Claude Code,2.0,1
ed188c21-512a-4b1f-affd-5143602edf26,osabiohq/osabio,Claude Code,4.0,2
ca6fd791-7c6b-49af-8040-dd305c39f4a7,marcus-sa/brain,Claude Code,4.0,2
e4d39cbb-e670-4962-93c7-d33e0e61c533,marcus-sa/brain,Claude Code,4.0,2
36fb9620-dd6d-4ebe-8d54-c1c02c856ff1,marcus-sa/brain,Claude Code,6.0,3
5ec2eb61-11ff-4299-ab91-812753bfa831,osabiohq/osabio,Claude Code,2.0,1
aca01451-9e16-4671-bf12-b6da5251a22d,marcus-sa/brain,Claude Code,4.0,2
2287cdd1-3702-49d0-b7ad-3f033eb5c878,osabiohq/osabio,Claude Code,4.0,2
b777d98d-69cc-40fc-a115-4e159956e94b,osabiohq/osabio,Claude Code,15.0,11
e72ab63a-ea00-44e7-879e-cd0fe113ab80,osabiohq/osabio,Claude Code,2.0,1
daab6cff-8988-4acd-9ded-48dd0eaa0429,osabiohq/osabio,Claude Code,11.0,6
1d8cadb1-59ba-4328-90d0-749831ca784c,osabiohq/osabio,Claude Code,5.0,3
8e729d02-eb1e-400d-b603-51c961e318ad,osabiohq/osabio,Claude Code,11.0,6
e17f2029-7aaf-4711-9ad2-3d5a8bffd27f,osabiohq/osabio,Claude Code,103.0,48
d6093798-fa90-48c5-9463-239d10c8269a,osabiohq/osabio,Claude Code,7.0,4
d518141f-a110-4285-b4bd-2e66a73af1ea,osabiohq/osabio,Claude Code,2.0,1
661aabb4-abc2-40ba-8481-cfdbf918c0c8,osabiohq/osabio,Claude Code,2.0,1
6f4467b9-e7e6-44f7-b26d-192222a46c0c,osabiohq/osabio,Claude Code,2.0,2
e27f921d-51c0-45da-963b-a3b9a76bffa7,osabiohq/osabio,Claude Code,61.0,31
f6bee31b-0014-4274-bd7b-efae5d2f3dbe,osabiohq/osabio,Claude Code,4.0,2
fe97bbce-96d1-441f-a8e7-b1cedc3f53a4,osabiohq/osabio,Claude Code,14.0,8
7e51958d-508c-4650-a282-a17b2d3d450c,osabiohq/osabio,Claude Code,2.0,1
f04ebaed-f5fb-400a-ab5c-e03edebe612a,osabiohq/osabio,Claude Code,15.0,6
4030cb06-aacd-4810-8eb2-3289f9e6aa9c,osabiohq/osabio,Claude Code,29.0,14
e1e9e50b-f71d-45f6-82fa-9989d32132d8,osabiohq/osabio,Claude Code,30.0,14
056ea38c-2612-4add-8feb-951aee7e2499,osabiohq/osabio,Claude Code,2.0,1
714eac8b-3b80-4601-a0ad-32760592525e,osabiohq/osabio,Claude Code,7.0,3
cfecfb5d-9b85-491c-84e3-0371cc468c1f,osabiohq/osabio,Claude Code,6.0,4
70fec463-9665-4950-b343-180fcd47cd5a,osabiohq/osabio,Claude Code,33.0,15
e8bcd827-cc18-46ee-aed9-a6478c901af6,osabiohq/osabio,Claude Code,33.0,15
fe96e03e-e1bb-4543-8fca-21184f728e51,osabiohq/osabio,Claude Code,18.0,10
5111bc26-8463-4894-b963-671afe566fba,osabiohq/osabio,Claude Code,13.0,6
55df5720-c531-4a14-92aa-72d04fb9d90b,osabiohq/osabio,Claude Code,2.0,1
7f558c21-20ad-4239-94d3-2b538167c96c,osabiohq/osabio,Claude Code,15.0,8
051f62d7-2529-48bf-9614-352f661f1620,osabiohq/osabio,Claude Code,5.0,3
a0016114-4baf-4bec-9bbd-0968a23dd3f7,osabiohq/osabio,Claude Code,7.0,4
e206d5d2-78ed-4c31-826e-7c58f9e810ea,osabiohq/osabio,Claude Code,2.0,1
4d8e84bd-9b2a-4a9a-b168-d4e84a8fe08a,osabiohq/osabio,Claude Code,2.0,1
7d34c5a9-0247-4c47-bd79-1b36862841ab,osabiohq/osabio,Claude Code,3.0,2
861433ec-3b3c-4680-a3cf-c1beda229767,osabiohq/osabio,Claude Code,11.0,5
298a286a-8177-4342-8794-a0c8c1b0c955,osabiohq/osabio,Claude Code,13.0,6
0e0af845-1a6b-4680-b0c6-e473db71b2ff,osabiohq/osabio,Claude Code,35.0,17
2c73634b-9f41-42e5-a864-bade7d55195b,osabiohq/osabio,Claude Code,4.0,2
6a1669dd-bdac-4ab6-8c41-ec0c0db3dd1d,marcus-sa/brain,Claude Code,5.0,2
bda477f8-3201-4125-a11d-1e66b871f7dd,marcus-sa/brain,Claude Code,13.0,8
8bdd77d0-1a21-4b0d-97d6-da4e18fb3646,osabiohq/osabio,Claude Code,11.0,8
63669ecd-7cc8-41f6-ac69-c0b2f31e3c01,osabiohq/osabio,Claude Code,34.0,19
d7dcbbfb-9e94-4557-9a2e-c259037b4ed9,osabiohq/osabio,Claude Code,2.0,1
d15d2caa-036b-4e20-870f-3165828b759a,osabiohq/osabio,Claude Code,17.0,9
2909102b-acf6-4f20-aeda-cf1d0645fd8b,osabiohq/osabio,Claude Code,2.0,1
7735d279-86c1-4c0f-8aad-0a565605e315,osabiohq/osabio,Claude Code,11.0,8
a9490245-c958-442a-b84c-c5de885bb3da,osabiohq/osabio,Claude Code,2.0,1
e6f752d5-ea4b-4939-b0a9-c50e40eda7bd,marcus-sa/brain,Claude Code,6.0,3
d3df68d9-4e59-49f0-96cd-ec49c70783f8,marcus-sa/brain,Claude Code,8.0,6
88c8cc30-dd5c-4852-a20a-f791c848c9e0,marcus-sa/brain,Claude Code,29.0,13
54e4a510-7ecb-4314-98ec-e81d68118af2,marcus-sa/brain,Claude Code,3.0,2
0536b159-733f-403d-9f81-ef98e6a5b02b,osabiohq/osabio,Claude Code,5.0,3
2497721a-a072-40b9-be44-c3451a25d975,marcus-sa/brain,Claude Code,17.0,9
3908e850-a315-494d-82d5-f62d349402fe,marcus-sa/brain,Claude Code,16.0,8
5c081b3c-c7b7-40d1-925f-7b7da0cd78f9,osabiohq/osabio,Claude Code,9.0,5
71ba2769-5934-48f0-9f33-f3a97ea59af9,osabiohq/osabio,Claude Code,4.0,3
83eddda0-1eda-480f-a260-b258c3aace08,osabiohq/osabio,Claude Code,80.0,38
21947b65-907a-4eea-85c9-2a28de366628,marcus-sa/brain,Claude Code,1.0,1
485893b3-3e87-42cb-9424-ccd753d593cc,marcus-sa/brain,Claude Code,5.0,3
8ed0482d-3e7f-454a-b313-d576139b523a,osabiohq/osabio,Claude Code,8.0,5
3961f28f-307a-4394-8ce5-da27168e3a02,osabiohq/osabio,Claude Code,101.0,48
8db43f2f-c19e-4bba-8ceb-6342062bb363,marcus-sa/brain,Claude Code,11.0,6
1ee865f0-ba76-453e-86da-4783ce451f3d,marcus-sa/brain,Claude Code,2.0,2
e6185d9c-3833-4fd7-9553-3831caf5fd9e,osabiohq/osabio,Claude Code,2.0,1
e910ab10-cc78-4e38-bb34-d1822e35730d,osabiohq/osabio,Claude Code,5.0,3
121ec198-2077-4fee-948f-cd4312e7502c,marcus-sa/brain,Claude Code,6.0,3
add8e15f-9ad6-4243-9e98-11a5390430c7,osabiohq/osabio,Claude Code,66.0,31
11c60a45-12fe-4ffa-915b-4a69649cbdf7,osabiohq/osabio,Claude Code,27.0,13
d7235532-294a-48d3-a4c6-7ecf5eadf1fc,marcus-sa/brain,Claude Code,10.0,6
81460c48-dbc9-430b-bf08-602cecfe58c9,osabiohq/osabio,Claude Code,11.0,3
d2d92b4d-7d2a-4d34-b406-ea5e1e26712c,osabiohq/osabio,Claude Code,49.0,28
39105afc-d9df-4d14-8e63-0823b58441a8,osabiohq/osabio,Claude Code,38.0,21
4cfdb639-c988-460b-9f6c-3e1ebe6f0fbd,marcus-sa/brain,Claude Code,62.0,28
0951ba9b-a9cc-40b3-a122-c38317080e2d,osabiohq/osabio,Claude Code,52.0,25
488a66c6-333c-4405-98fa-7714733fd8fd,marcus-sa/brain,Claude Code,5.0,3
6e782b1b-c2d0-4db7-ac34-bcd176f02c16,marcus-sa/brain,Claude Code,2.0,1
66d3b473-a7b7-4895-bffb-b18ea7a61309,marcus-sa/brain,Claude Code,1.0,1
8fc6c0b7-d3d8-400e-8020-c98033c19082,marcus-sa/brain,Claude Code,43.0,22
15a0368e-8de9-4102-8e0f-f953c07970d2,marcus-sa/brain,Claude Code,2.0,1
d6d0e8df-ff6b-400a-afa9-83fc59f895e3,marcus-sa/brain,Claude Code,45.0,23
72c0f026-c10c-443f-9012-d0c43b22f672,marcus-sa/brain,Claude Code,84.0,42
9ce0669c-7837-4474-b25e-69a8357ed8f4,osabiohq/osabio,Claude Code,2.0,1
b34557da-b22e-4be7-ab73-9d474e911b5f,osabiohq/osabio,Claude Code,2.0,1
c5e31713-b68e-4d3a-ab2d-d257224d42ff,marcus-sa/brain,Claude Code,2.0,1
dc7d51af-c96c-402a-b79b-0ae75beb70f7,marcus-sa/brain,Claude Code,2.0,1
1d3a5b1c-05cd-4d2d-896e-8039d8d23abd,marcus-sa/brain,Claude Code,2.0,1
b6e7f232-d61d-467c-bc4f-19c31bfc0adf,osabiohq/osabio,Claude Code,2.0,1
f3ec64bf-e3c2-493c-baa2-daff53277df0,marcus-sa/brain,Claude Code,2.0,1
fd364594-dfad-4b68-86e6-e26fc2b41d4d,osabiohq/osabio,Claude Code,2.0,1
e0d8abc9-9711-412f-897d-c5b232839df0,marcus-sa/brain,Claude Code,2.0,1
35045842-4eeb-4702-bff4-5c0e3d04ff0e,osabiohq/osabio,Claude Code,12.0,7
50921df1-77f2-455f-adde-81387c2cd787,marcus-sa/brain,Claude Code,8.0,5
671a7304-d4f4-4771-b2dc-b0d2204031c8,marcus-sa/brain,Claude Code,33.0,15
618f5353-2b9d-4930-82c2-5cdaa600cae3,osabiohq/osabio,Claude Code,5.0,3
9f95e9bd-4ff2-4d83-9f6b-4547c83d7b9f,marcus-sa/brain,Claude Code,3.0,2
97b27f7f-6011-4ba8-a387-df80a0d0f427,marcus-sa/brain,Claude Code,93.0,47
3c0675ed-e4d0-40a7-807a-0316109c81f1,osabiohq/osabio,Claude Code,19.0,9
2b81ac70-2a32-4b84-8165-a3a83ff74fe8,osabiohq/osabio,Claude Code,33.0,15
d8e78c0c-2628-47f9-928b-686e02d76845,marcus-sa/brain,Claude Code,2.0,1
82c5b138-5960-45b3-921e-8589071f53bb,osabiohq/osabio,Claude Code,9.0,5
4081045a-20e0-41f5-96e1-5848203ba47b,marcus-sa/brain,Claude Code,46.0,21
287b4400-ac60-42cb-a5ba-c7dc86e3efc7,marcus-sa/brain,Claude Code,2.0,1
5b1feea6-14f6-46da-a8aa-8340c4401ca6,marcus-sa/brain,Claude Code,9.0,4
ec5aa01d-82b8-450a-830a-f8b5cfd34fe9,marcus-sa/brain,Claude Code,8.0,3
33cd3447-ee26-4a27-bd35-2fd299a9340e,marcus-sa/brain,Claude Code,2.0,1
465c3641-f2b7-48b2-98d9-14f75fe54281,marcus-sa/brain,Claude Code,61.0,32
47f61b32-a334-4638-b70c-7beac01ed83d,marcus-sa/brain,Claude Code,2.0,1
75b95053-adb5-472f-bafd-ee45562b45c4,osabiohq/osabio,Claude Code,19.0,9
1e749ca6-24f0-4031-b2fb-3ec0fe9ffc34,marcus-sa/brain,Claude Code,7.0,4
2d693d48-d725-4579-99a7-8f9eb5ec1979,marcus-sa/brain,Claude Code,1.0,1
b175473c-46a9-46fe-aa2c-e1a57e99b1ea,osabiohq/osabio,Claude Code,25.0,14
fb993843-33fe-4fe9-a64c-b9a2d6d795f3,marcus-sa/brain,Claude Code,61.0,29
642984fb-8937-4cd8-b271-b3f69f2601b5,osabiohq/osabio,Claude Code,8.0,6
6c049bba-ca1e-45ff-8d40-6a4cb0ad0fbc,marcus-sa/brain,Claude Code,23.0,16
8208af3a-e38d-4151-9483-49785da03370,marcus-sa/brain,Claude Code,2.0,1
92619f2f-c969-4747-bb5c-c7fff21d0776,osabiohq/osabio,Claude Code,13.0,6
9f75deaf-90dd-4b54-b2ea-39bcd8d3c763,osabiohq/osabio,Claude Code,8.0,5
bc067eea-d059-48f4-af98-53e73ea84f1f,marcus-sa/brain,Claude Code,2.0,1
bd714175-b0dc-4ece-a8a8-34a941001b66,osabiohq/osabio,Claude Code,6.0,4
e688059b-7e64-45ee-b2fe-572d02f57017,marcus-sa/brain,Claude Code,43.0,25
fb328ffd-df9c-43e5-8674-b971410f4d23,marcus-sa/brain,Claude Code,12.0,7
4ef7c57d-a009-4439-a417-05d949a78747,marcus-sa/brain,Claude Code,38.0,21
a6ff5a46-4e19-428e-9855-f0373baf716c,osabiohq/osabio,Claude Code,43.0,20
3a3fd5e4-51bc-442a-8b88-77cbcc197edc,osabiohq/osabio,Claude Code,2.0,1
bb848119-713c-4f46-850e-17a9e83d65de,marcus-sa/brain,Claude Code,34.0,19
83523b6d-4c86-42f0-bf2c-2d4dfa5ba420,marcus-sa/brain,Claude Code,2.0,1
a4fde932-ef30-4e6e-8f45-319abe876b08,osabiohq/osabio,Claude Code,40.0,22
08c33f1d-0f91-4092-b784-9b04ef3c6965,osabiohq/osabio,Claude Code,2.0,1
3536aeac-f271-462c-8035-6e5d456333d9,osabiohq/osabio,Claude Code,6.0,3
48a6f531-1fdc-4850-93ea-f656b385cdda,osabiohq/osabio,Claude Code,4.0,2
0d5d0695-673b-4371-bc85-b6131024a97d,osabiohq/osabio,Claude Code,13.0,6
f4c19273-33ce-4cbb-bc1a-98eaef792dfc,osabiohq/osabio,Claude Code,8.0,5
a7a265c2-2a4d-401f-a9f6-957ea1d17672,marcus-sa/brain,Claude Code,10.0,5
fe31c83e-f872-4bc0-bf1d-776dda23fe58,osabiohq/osabio,Claude Code,26.0,14
78f3bb53-ec49-4bcf-8af8-bcf8e3518ac7,marcus-sa/brain,Claude Code,5.0,1
4a8d50b8-fd41-4513-9eea-5c9a15be464e,osabiohq/osabio,Claude Code,25.0,13
ad3ade73-25df-457e-a41d-262c2cb4a3bf,osabiohq/osabio,Claude Code,33.0,13
368e9d1f-a89d-47f6-8370-ed3cee3c3695,osabiohq/osabio,Claude Code,5.0,3
7d1ec514-d8c4-4687-b705-1c4a1fd3adbf,osabiohq/osabio,Claude Code,2.0,1
5b6e5156-e3ac-4587-80b9-3ea6bce9ffbe,osabiohq/osabio,Claude Code,6.0,3
9d0cdec3-2905-454b-938e-e6495245d9fe,osabiohq/osabio,Claude Code,7.0,4
d15139f1-ff2a-4fc4-9cfc-34246ab6ef89,osabiohq/osabio,Claude Code,7.0,4
3c4b420e-7b18-4f7e-910f-a27e0160d6ac,marcus-sa/brain,Claude Code,8.0,4
be5fe8e6-2ee9-4400-9835-8fa4a926203f,marcus-sa/brain,Claude Code,2.0,1
4627932e-fcfa-4ef5-a49f-6342076eb3fb,osabiohq/osabio,Claude Code,4.0,2
cb3a7290-2b7b-417c-9359-a58d2034f64b,osabiohq/osabio,Claude Code,13.0,7
b1af5faf-a6ab-4363-9103-f379d15d5e60,osabiohq/osabio,Claude Code,59.0,28
0bdc4794-a1d1-4205-aeba-d772009279e3,marcus-sa/brain,Claude Code,9.0,5
3bb12fd5-0442-43a4-ae85-f84dd5224a3d,marcus-sa/brain,Claude Code,2.0,1
a028a89a-0237-4e00-84a6-6038f6124b54,osabiohq/osabio,Claude Code,3.0,2
dda62e03-14b1-4ba3-9030-a07a015829f7,marcus-sa/brain,Claude Code,2.0,1
c986df0c-cae9-448f-9de1-b5458191daa9,marcus-sa/brain,Claude Code,3.0,1
62093f64-5f53-45c7-acc6-099bb0ada047,osabiohq/osabio,Claude Code,5.0,2
f6637f5e-98ae-421d-9398-574498e7c952,osabiohq/osabio,Claude Code,18.0,10
6dd2e2cf-2cab-44ea-a023-7944b6a8b806,osabiohq/osabio,Claude Code,20.0,11
fcd61875-1ca6-4f89-adb4-f51ecdf25c3a,osabiohq/osabio,Claude Code,3.0,2
045f56f7-7069-4229-a52b-f8c490c37979,marcus-sa/brain,Claude Code,3.0,2
5a7fff14-a876-47ea-bb01-4e8984fcb080,marcus-sa/brain,Claude Code,2.0,1
d4be35de-5804-4a44-881b-da7a9b1fe883,osabiohq/osabio,Claude Code,3.0,2
f0b078fb-e591-481f-b4f1-b64db6e126f5,marcus-sa/brain,Claude Code,5.0,3
